Horodateur,"1. How do you perceive your academic performance compared to your peers? (1 = Much lower, 5 = Much higher) | كيف ترى أدائك الأكاديمي مقارنة بزملائك؟ (1 = أقل بكثير، 5 = أعلى بكثير)",2. Do you tend to hide your stress from friends and family? | هل تميل إلى إخفاء توترك عن أصدقائك وعائلتك؟,3. At what time of day do you feel most productive? | في أي وقت من اليوم تشعر بأكبر قدر من الإنتاجية؟,4. How long can you maintain deep focus while studying? | كم من الوقت يمكنك الحفاظ على تركيز عميق أثناء الدراسة؟,5. What do you consider your strongest academic skill? | ما هي أقوى مهارة أكاديمية لديك؟,6. How many hours per day do you spend studying on average? | كم ساعة في اليوم تقضي في الدراسة في المتوسط؟,7. What time of day do you usually study? | في أي وقت من اليوم تدرس عادةً؟,8. Where do you study most often? | أين تدرس في الغالب؟,9. How would you rate your social life in your study environment? | كيف تقيّم حياتك الاجتماعية في بيئتك الدراسية؟,10. How many hours do you sleep on a typical study night? | كم ساعة تنام في ليلة دراسية عادية؟,"11. How satisfied are you with your current field of study or specialization? (1 = not at all, 5 = very) | ما مدى رضاك عن مجال دراستك أو تخصصك الحالي؟ (1 = غير راضٍ، 5 = راضٍ جداً)",12. Why did you choose your current field of study or specialization? | لماذا اخترت مجال دراستك أو تخصصك الحالي؟,"13. When you do not understand a lesson, what do you generally do? | عندما لا تفهم درساً، ماذا تفعل عادةً؟",14. Do you pretend to be doing well in front of your teachers even when you are suffering? | هل تتظاهر بأنك بخير أمام أساتذتك أو معلميك حتى عندما تعاني؟,15. Do you feel that your good grades do not reflect your real exhaustion? | هل تشعر أن درجاتك الجيدة لا تعكس إرهاقك الحقيقي؟,16. Do you avoid asking for help for fear of appearing weak? | هل تتجنب طلب المساعدة خوفاً من الظهور بضعف؟,17. How often do you act differently from what you really feel in your study environment? | كم مرة تتصرف بشكل مختلف عما تشعر به حقاً في بيئتك الدراسية؟,18. Do you smile or laugh to hide your stress? | هل تبتسم أو تضحك لإخفاء توترك؟,19. Do you feel like you are playing a role at school rather than being yourself? | هل تشعر أنك تؤدي دوراً في مدرستك أو جامعتك بدلاً من أن تكون نفسك؟,"20. When you are overwhelmed with studies, who really knows? | عندما تكون محتشداً بالدراسة، من يعرف حقاً؟",21. Have you ever felt that no one would really understand what you are going through? | هل سبق أن شعرت أن لا أحد سيفهم حقاً ما تمر به؟,22. How often do you feel that your real level is different from the image you project? | كم مرة تشعر أن مستواك الحقيقي مختلف عن الصورة التي تُظهرها؟,23. Do you think other students have fewer difficulties than you? | هل تعتقد أن الطلاب الآخرين لديهم صعوبات أقل منك؟,"24. After an exhausting day, how do you behave the next day in class? | بعد يوم مرهق، كيف تتصرف في اليوم التالي في الصف أو المحاضرة؟","25. When you make a study plan, how often do you follow it? | عندما تضع خطة دراسية، كم مرة تلتزم بها؟",26. How many hours per day do you spend on social media or series instead of studying? | كم ساعة في اليوم تقضي على وسائل التواصل الاجتماعي أو المسلسلات بدلاً من الدراسة؟,27. Do you delay tasks even knowing it will harm you? | هل تؤجل المهام حتى وإن كنت تعلم أن ذلك سيضرك؟,28. How do you describe your relationship with deadlines? | كيف تصف علاقتك بالمواعيد النهائية؟,"29. How often do you use ""I will do it tomorrow"" as a strategy? | كم مرة تستخدم عبارة ""سأفعلها غداً"" كاستراتيجية؟",30. Does fear of doing badly push you not to start? | هل يدفعك الخوف من الأداء السيئ إلى عدم البدء؟,31. How far in advance do you revise before an important exam? | كم من الوقت مسبقاً تراجع قبل امتحان مهم؟,32. Do you work better under pressure or with time ahead? | هل تعمل بشكل أفضل تحت الضغط أم عندما يكون لديك وقت؟,33. How many times have you lost marks because of a late submission? | كم مرة خسرت درجات بسبب تسليم متأخر؟,34. How do you feel about upcoming exams? | كيف تشعر حيال الامتحانات القادمة؟,35. Do your natural strengths match what your field of study requires? | هل تتوافق قدراتك الطبيعية مع ما يتطلبه مجال دراستك؟,36. Have you ever seriously considered changing your field of study or school? | هل فكرت بجدية في تغيير مجال دراستك أو مدرستك/جامعتك؟,37. Which of these best describes your learning style? | أي من هذه الأوصاف يعبّر عن أسلوبك في التعلم؟,38. Do you have a clear career goal after graduation? | هل لديك هدف مهني واضح بعد التخرج؟,"39. If you could go back, would you choose the same field of study again? | لو عدت بالزمن، هل تختار نفس مجال الدراسة مرة أخرى؟","40. If you could give one tip to a new student, what would it be? | إذا كان بإمكانك تقديم نصيحة واحدة لطالب جديد، ماذا ستقول؟",data_source
13/05/2026 10:39:17,3,Often / غالباً,Evening / المساء,30–60 minutes / 30-60 دقيقة,Creativity / الإبداع,1–2h,Evening / المساء,School / المدرسة أو الجامعة,Limited / محدودة,5–6h,3,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Sometimes / أحياناً,Quite often / غالباً,Sometimes / أحياناً,Sometimes / أحياناً,Sometimes / أحياناً,A little / قليلاً,Family and close friends / العائلة والأصدقاء المقربين,Often / غالباً,Often / غالباً,Maybe a little / ربما قليلاً,I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Rarely / نادراً,Less than 1h / أقل من ساعة,Sometimes / أحياناً,Pressure motivates me / الضغط يحفزني,Sometimes / أحياناً,Sometimes / أحياناً,3–5 days / 3-5 أيام,Better under pressure / أفضل تحت الضغط,Never / أبداً,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,No / لا,Hands-on / عملي تطبيقي,Somewhat / نوعاً ما,"Yes, definitely / نعم، بالتأكيد","Don't take people's opinions into account. Choose the field you want and believe in, and work hard at it",real
13/05/2026 10:49:32,2,Always / دائماً,Late morning / متأخر الصباح,1–2 hours / 1-2 ساعة,Other / أخرى,Less than 1h / أقل من ساعة,Late night / منتصف الليل,My room / غرفتي,Almost none / شبه معدومة,Less than 5h / أقل من 5 ساعات,2,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Often / غالباً,Quite often / غالباً,"No, never / لا، أبداً",Often / غالباً,Often / غالباً,Sometimes yes / أحياناً نعم,"No one, I manage alone / لا أحد، أتدبر أمري وحدي",Often / غالباً,Sometimes / أحياناً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Rarely / نادراً,More than 6h / أكثر من 6 ساعات,Always / دائماً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,It is my default mode / إنه نمطي الافتراضي,"Yes, always / نعم، دائماً",Same day / نفس اليوم,Better under pressure / أفضل تحت الضغط,More than 3 times / أكثر من 3 مرات,Very anxious / قلق جداً,Not really / ليس تماماً,I thought about it / فكرت في ذلك,Hands-on / عملي تطبيقي,No idea / لا فكرة,Not sure / غير متأكد,do your best,real
13/05/2026 10:49:33,3,Sometimes / أحياناً,Afternoon / بعد الظهر,30–60 minutes / 30-60 دقيقة,Time management / إدارة الوقت,More than 4h / أكثر من 4 ساعات,Afternoon / بعد الظهر,My room / غرفتي,Active / نشطة,5–6h,5,Job market / سوق العمل,I search alone online / أبحث وحدي على الإنترنت,Always / دائماً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً","No, never / لا، أبداً",Sometimes / أحياناً,It is my usual behavior / إنه سلوكي المعتاد,A little / قليلاً,Family and close friends / العائلة والأصدقاء المقربين,"Yes, always / نعم، دائماً",Sometimes / أحياناً,"No, everyone has challenges / لا، للجميع تحدياته",I stay silent / أبقى صامتاً/صامتة,Often / غالباً,2–4h,Sometimes / أحياناً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,Often / غالباً,"Yes, always / نعم، دائماً",1–2 weeks / 1-2 أسابيع,Better under pressure / أفضل تحت الضغط,Never / أبداً,Overwhelmed / مرهق,Somewhat / نوعاً ما,No / لا,Reading/Writing / القراءة والكتابة,"Yes, very clear / نعم، واضح جداً","Yes, definitely / نعم، بالتأكيد",الدراسة واحد الحاجة مزيان وكل واحد يحول يدير دكشي لي كيبغي و مرتاح فيه ,real
13/05/2026 11:36:03,2,Always / دائماً,Late night / الليل المتأخر,1–2 hours / 1-2 ساعة,Problem solving / حل المشكلات,1–2h,Late night / منتصف الليل,My room / غرفتي,Almost none / شبه معدومة,Less than 5h / أقل من 5 ساعات,4,Job market / سوق العمل,I search alone online / أبحث وحدي على الإنترنت,Sometimes / أحياناً,A little / قليلاً,"No, never / لا، أبداً",Sometimes / أحياناً,Often / غالباً,Almost all the time / تقريباً طوال الوقت,"No one, I manage alone / لا أحد، أتدبر أمري وحدي","Yes, always / نعم، دائماً",Often / غالباً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Rarely / نادراً,2–4h,Often / غالباً,Pressure motivates me / الضغط يحفزني,Often / غالباً,Sometimes / أحياناً,3–5 days / 3-5 أيام,Much better with time / أفضل بكثير عندما يكون لدي وقت,Never / أبداً,Overwhelmed / مرهق,Somewhat / نوعاً ما,I thought about it / فكرت في ذلك,Reading/Writing / القراءة والكتابة,Not yet / ليس بعد,Probably no / ربما لا,لا تضغط على نفسك الدراسة مجرد جزء من الحياة ليست حياتك بأكملها و في نفس الوقت لا تهملها فهي من ستساعدك قليلا في عيش تلك الحياة,real
13/05/2026 11:37:00,5,Always / دائماً,Early morning / الصباح الباكر,More than 2 hours / أكثر من ساعتين,Problem solving / حل المشكلات,More than 4h / أكثر من 4 ساعات,Morning / الصباح,Café / المقهى,Limited / محدودة,More than 8h / أكثر من 8 ساعات,5,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Always / دائماً,"Yes, exactly / نعم، تماماً",Always / دائماً,Always / دائماً,It is my usual behavior / إنه سلوكي المعتاد,A little / قليلاً,"No one, I manage alone / لا أحد، أتدبر أمري وحدي","Yes, always / نعم، دائماً",Always / دائماً,Maybe a little / ربما قليلاً,I stay silent / أبقى صامتاً/صامتة,Always / دائماً,1–2h,Rarely / نادراً,Pressure motivates me / الضغط يحفزني,Rarely / نادراً,"No, never / لا، أبداً",More than 2 weeks / أكثر من أسبوعين,Better under pressure / أفضل تحت الضغط,Never / أبداً,Overwhelmed / مرهق,"Yes, very much / نعم، كثيراً",No / لا,Hands-on / عملي تطبيقي,Not yet / ليس بعد,"Yes, definitely / نعم، بالتأكيد",عطيني قد الصحة قد الجهد ، أه القراية مهمهولكن الصحة أهم,real
13/05/2026 11:40:08,3,Rarely / نادراً,Late night / الليل المتأخر,1–2 hours / 1-2 ساعة,Communication / التواصل,1–2h,Late night / منتصف الليل,My room / غرفتي,Active / نشطة,7–8h,3,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,"No, I am always honest / لا، أنا صريح/صريحة دائماً","No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً","No, never / لا، أبداً",Rarely / نادراً,Never / أبداً,"No, I am always myself / لا، أنا نفسي دائماً","No one, I manage alone / لا أحد، أتدبر أمري وحدي",Sometimes / أحياناً,Sometimes / أحياناً,"No, everyone has challenges / لا، للجميع تحدياته",I stay silent / أبقى صامتاً/صامتة,Sometimes / أحياناً,2–4h,Rarely / نادراً,I sometimes miss them / أتجاوزها أحياناً,Sometimes / أحياناً,Often / غالباً,3–5 days / 3-5 أيام,Much better with time / أفضل بكثير عندما يكون لدي وقت,More than 3 times / أكثر من 3 مرات,Calm and prepared / هادئ ومستعد,Somewhat / نوعاً ما,Yes / نعم,Listening / سمعي,Not yet / ليس بعد,Probably no / ربما لا,Étudier le domaine qu’il aime et bien chercher ces perspectives ,real
13/05/2026 11:58:35,4,Always / دائماً,Afternoon / بعد الظهر,30–60 minutes / 30-60 دقيقة,Problem solving / حل المشكلات,2–4h,Afternoon / بعد الظهر,My room / غرفتي,Active / نشطة,5–6h,4,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Rarely / نادراً,"Yes, exactly / نعم، تماماً",Sometimes / أحياناً,Sometimes / أحياناً,Sometimes / أحياناً,A little / قليلاً,Only one friend / صديق/ة واحد/ة فقط,Sometimes / أحياناً,Often / غالباً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Rarely / نادراً,More than 6h / أكثر من 6 ساعات,Often / غالباً,I plan well in advance / أخطط مسبقاً جيداً,Often / غالباً,Often / غالباً,1–2 days / 1-2 يوم,Much better with time / أفضل بكثير عندما يكون لدي وقت,More than 3 times / أكثر من 3 مرات,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,Yes / نعم,Hands-on / عملي تطبيقي,Not yet / ليس بعد,Not sure / غير متأكد,Balance study and fun ,real
13/05/2026 12:09:33,3,Sometimes / أحياناً,Early morning / الصباح الباكر,Less than 30 min / أقل من 30 دقيقة,Memory / الحفظ,Less than 1h / أقل من ساعة,Morning / الصباح,My room / غرفتي,Active / نشطة,More than 8h / أكثر من 8 ساعات,1,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,"No, I am always honest / لا، أنا صريح/صريحة دائماً","No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً","No, never / لا، أبداً",Rarely / نادراً,Rarely / نادراً,A little / قليلاً,Family and close friends / العائلة والأصدقاء المقربين,Rarely / نادراً,Rarely / نادراً,Probably yes / على الأرجح نعم,I explain if asked / أشرح إذا سُئلت,Never / أبداً,1–2h,Always / دائماً,I often ignore them / أتجاهلها غالباً,It is my default mode / إنه نمطي الافتراضي,"No, never / لا، أبداً",3–5 days / 3-5 أيام,Same / نفس الشيء,Never / أبداً,Calm and prepared / هادئ ومستعد,Somewhat / نوعاً ما,I thought about it / فكرت في ذلك,Hands-on / عملي تطبيقي,"Yes, very clear / نعم، واضح جداً",Probably yes / ربما نعم,nqollo yeadel dik TP dlweb f S1 ka kont eadelto kan ykemelli 7 wmanrajaeshi n ratt,real
13/05/2026 12:48:38,4,Often / غالباً,Late morning / متأخر الصباح,30–60 minutes / 30-60 دقيقة,Problem solving / حل المشكلات,1–2h,Afternoon / بعد الظهر,My room / غرفتي,Active / نشطة,7–8h,4,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Always / دائماً,A little / قليلاً,"No, never / لا، أبداً",Rarely / نادراً,Rarely / نادراً,"No, I am always myself / لا، أنا نفسي دائماً",Family and close friends / العائلة والأصدقاء المقربين,Rarely / نادراً,Never / أبداً,"No, everyone has challenges / لا، للجميع تحدياته",I explain if asked / أشرح إذا سُئلت,Sometimes / أحياناً,1–2h,Rarely / نادراً,Pressure motivates me / الضغط يحفزني,Rarely / نادراً,"No, never / لا، أبداً",3–5 days / 3-5 أيام,Much better with time / أفضل بكثير عندما يكون لدي وقت,Never / أبداً,A little anxious / قليلاً قلق,"Yes, very much / نعم، كثيراً",Yes / نعم,Hands-on / عملي تطبيقي,"Yes, very clear / نعم، واضح جداً","Yes, definitely / نعم، بالتأكيد","Be responsible, even in the simplest things. Learn to take responsibility for your life, your studies, your decisions, and your time, because responsibility is the foundation of every real success.Don’t wait for someone to force you to stay disciplined, and don’t get used to making excuses. Every small habit you build today will shape the person you become tomorrow.And remember that there is good in everything even in failure, exhaustion, or the paths that did not go the way you wanted. Sometimes the things that frustrate you today are the same things that will make you stronger and wiser later.
In the end, try to become someone you are proud of, not someone who only seeks the approval of others",real
13/05/2026 12:58:50,3,Never / أبداً,Early morning / الصباح الباكر,30–60 minutes / 30-60 دقيقة,Memory / الحفظ,1–2h,Morning / الصباح,My room / غرفتي,Very active / نشطة جداً,5–6h,2,Family pressure / ضغط عائلي,I search alone online / أبحث وحدي على الإنترنت,"No, I am always honest / لا، أنا صريح/صريحة دائماً","No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً",Rarely / نادراً,Rarely / نادراً,Never / أبداً,"No, I am always myself / لا، أنا نفسي دائماً",Only one friend / صديق/ة واحد/ة فقط,"No, never / لا، أبداً",Never / أبداً,Probably yes / على الأرجح نعم,I explain if asked / أشرح إذا سُئلت,Always / دائماً,1–2h,Rarely / نادراً,I plan well in advance / أخطط مسبقاً جيداً,Sometimes / أحياناً,Rarely / نادراً,1–2 weeks / 1-2 أسابيع,Much better with time / أفضل بكثير عندما يكون لدي وقت,More than 3 times / أكثر من 3 مرات,Calm and prepared / هادئ ومستعد,"Yes, very much / نعم، كثيراً",Yes / نعم,Listening / سمعي,"Yes, very clear / نعم، واضح جداً",Not sure / غير متأكد,كن دائماً الأفضل ,real
13/05/2026 13:00:44,4,Often / غالباً,Early morning / الصباح الباكر,1–2 hours / 1-2 ساعة,Creativity / الإبداع,2–4h,Morning / الصباح,My room / غرفتي,Very active / نشطة جداً,5–6h,4,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Always / دائماً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً","No, never / لا، أبداً",Always / دائماً,Never / أبداً,A little / قليلاً,Only one friend / صديق/ة واحد/ة فقط,Often / غالباً,Sometimes / أحياناً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Always / دائماً,2–4h,Rarely / نادراً,Pressure motivates me / الضغط يحفزني,Sometimes / أحياناً,"No, never / لا، أبداً",1–2 days / 1-2 يوم,A bit better with time / أفضل قليلاً عندما يكون لدي وقت,Once / مرة واحدة,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,Yes / نعم,Reading/Writing / القراءة والكتابة,"Yes, very clear / نعم، واضح جداً","Yes, definitely / نعم، بالتأكيد","Small study
today,
big success
tomorrow.",real
13/05/2026 13:03:03,5,Always / دائماً,Afternoon / بعد الظهر,30–60 minutes / 30-60 دقيقة,Problem solving / حل المشكلات,1–2h,Evening / المساء,My room / غرفتي,Limited / محدودة,7–8h,5,No clear reason / لا سبب واضح,I search alone online / أبحث وحدي على الإنترنت,Often / غالباً,A little / قليلاً,"No, never / لا، أبداً",Sometimes / أحياناً,Often / غالباً,"No, I am always myself / لا، أنا نفسي دائماً",Family and close friends / العائلة والأصدقاء المقربين,"Yes, always / نعم، دائماً",Sometimes / أحياناً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Rarely / نادراً,2–4h,Sometimes / أحياناً,I plan well in advance / أخطط مسبقاً جيداً,Often / غالباً,"No, never / لا، أبداً",1–2 weeks / 1-2 أسابيع,Much better with time / أفضل بكثير عندما يكون لدي وقت,Never / أبداً,Overwhelmed / مرهق,Somewhat / نوعاً ما,Yes / نعم,Reading/Writing / القراءة والكتابة,Somewhat / نوعاً ما,Probably no / ربما لا,اجتهد وأثبت  ذاتك,real
13/05/2026 13:06:05,4,Always / دائماً,Late morning / متأخر الصباح,1–2 hours / 1-2 ساعة,Critical thinking / التفكير النقدي,1–2h,Morning / الصباح,My room / غرفتي,Limited / محدودة,5–6h,3,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Always / دائماً,A little / قليلاً,Sometimes / أحياناً,Always / دائماً,Sometimes / أحياناً,Sometimes yes / أحياناً نعم,Only one friend / صديق/ة واحد/ة فقط,"Yes, always / نعم، دائماً",Rarely / نادراً,Maybe a little / ربما قليلاً,I explain if asked / أشرح إذا سُئلت,Often / غالباً,4–6h,Never / أبداً,I plan well in advance / أخطط مسبقاً جيداً,Often / غالباً,"Yes, always / نعم، دائماً",1–2 days / 1-2 يوم,A bit better with time / أفضل قليلاً عندما يكون لدي وقت,Once / مرة واحدة,Very anxious / قلق جداً,Somewhat / نوعاً ما,Yes / نعم,Reading/Writing / القراءة والكتابة,Somewhat / نوعاً ما,"Yes, definitely / نعم، بالتأكيد",أدرس بجد رغم  الصعوبات ، أن تصل متأخرا خير من أن لا تصل ,real
