Horodateur,"1. How do you perceive your academic performance compared to your peers? (1 = Much lower, 5 = Much higher) | كيف ترى أدائك الأكاديمي مقارنة بزملائك؟ (1 = أقل بكثير، 5 = أعلى بكثير)",2. Do you tend to hide your stress from friends and family? | هل تميل إلى إخفاء توترك عن أصدقائك وعائلتك؟,3. At what time of day do you feel most productive? | في أي وقت من اليوم تشعر بأكبر قدر من الإنتاجية؟,4. How long can you maintain deep focus while studying? | كم من الوقت يمكنك الحفاظ على تركيز عميق أثناء الدراسة؟,5. What do you consider your strongest academic skill? | ما هي أقوى مهارة أكاديمية لديك؟,6. How many hours per day do you spend studying on average? | كم ساعة في اليوم تقضي في الدراسة في المتوسط؟,7. What time of day do you usually study? | في أي وقت من اليوم تدرس عادةً؟,8. Where do you study most often? | أين تدرس في الغالب؟,9. How would you rate your social life in your study environment? | كيف تقيّم حياتك الاجتماعية في بيئتك الدراسية؟,10. How many hours do you sleep on a typical study night? | كم ساعة تنام في ليلة دراسية عادية؟,"11. How satisfied are you with your current field of study or specialization? (1 = not at all, 5 = very) | ما مدى رضاك عن مجال دراستك أو تخصصك الحالي؟ (1 = غير راضٍ، 5 = راضٍ جداً)",12. Why did you choose your current field of study or specialization? | لماذا اخترت مجال دراستك أو تخصصك الحالي؟,"13. When you do not understand a lesson, what do you generally do? | عندما لا تفهم درساً، ماذا تفعل عادةً؟",14. Do you pretend to be doing well in front of your teachers even when you are suffering? | هل تتظاهر بأنك بخير أمام أساتذتك أو معلميك حتى عندما تعاني؟,15. Do you feel that your good grades do not reflect your real exhaustion? | هل تشعر أن درجاتك الجيدة لا تعكس إرهاقك الحقيقي؟,16. Do you avoid asking for help for fear of appearing weak? | هل تتجنب طلب المساعدة خوفاً من الظهور بضعف؟,17. How often do you act differently from what you really feel in your study environment? | كم مرة تتصرف بشكل مختلف عما تشعر به حقاً في بيئتك الدراسية؟,18. Do you smile or laugh to hide your stress? | هل تبتسم أو تضحك لإخفاء توترك؟,19. Do you feel like you are playing a role at school rather than being yourself? | هل تشعر أنك تؤدي دوراً في مدرستك أو جامعتك بدلاً من أن تكون نفسك؟,"20. When you are overwhelmed with studies, who really knows? | عندما تكون محتشداً بالدراسة، من يعرف حقاً؟",21. Have you ever felt that no one would really understand what you are going through? | هل سبق أن شعرت أن لا أحد سيفهم حقاً ما تمر به؟,22. How often do you feel that your real level is different from the image you project? | كم مرة تشعر أن مستواك الحقيقي مختلف عن الصورة التي تُظهرها؟,23. Do you think other students have fewer difficulties than you? | هل تعتقد أن الطلاب الآخرين لديهم صعوبات أقل منك؟,"24. After an exhausting day, how do you behave the next day in class? | بعد يوم مرهق، كيف تتصرف في اليوم التالي في الصف أو المحاضرة؟","25. When you make a study plan, how often do you follow it? | عندما تضع خطة دراسية، كم مرة تلتزم بها؟",26. How many hours per day do you spend on social media or series instead of studying? | كم ساعة في اليوم تقضي على وسائل التواصل الاجتماعي أو المسلسلات بدلاً من الدراسة؟,27. Do you delay tasks even knowing it will harm you? | هل تؤجل المهام حتى وإن كنت تعلم أن ذلك سيضرك؟,28. How do you describe your relationship with deadlines? | كيف تصف علاقتك بالمواعيد النهائية؟,"29. How often do you use ""I will do it tomorrow"" as a strategy? | كم مرة تستخدم عبارة ""سأفعلها غداً"" كاستراتيجية؟",30. Does fear of doing badly push you not to start? | هل يدفعك الخوف من الأداء السيئ إلى عدم البدء؟,31. How far in advance do you revise before an important exam? | كم من الوقت مسبقاً تراجع قبل امتحان مهم؟,32. Do you work better under pressure or with time ahead? | هل تعمل بشكل أفضل تحت الضغط أم عندما يكون لديك وقت؟,33. How many times have you lost marks because of a late submission? | كم مرة خسرت درجات بسبب تسليم متأخر؟,34. How do you feel about upcoming exams? | كيف تشعر حيال الامتحانات القادمة؟,35. Do your natural strengths match what your field of study requires? | هل تتوافق قدراتك الطبيعية مع ما يتطلبه مجال دراستك؟,36. Have you ever seriously considered changing your field of study or school? | هل فكرت بجدية في تغيير مجال دراستك أو مدرستك/جامعتك؟,37. Which of these best describes your learning style? | أي من هذه الأوصاف يعبّر عن أسلوبك في التعلم؟,38. Do you have a clear career goal after graduation? | هل لديك هدف مهني واضح بعد التخرج؟,"39. If you could go back, would you choose the same field of study again? | لو عدت بالزمن، هل تختار نفس مجال الدراسة مرة أخرى؟","40. If you could give one tip to a new student, what would it be? | إذا كان بإمكانك تقديم نصيحة واحدة لطالب جديد، ماذا ستقول؟",data_source,cluster_kmeans,cluster_dbscan,pca1,pca2,mal_oriente,best_match_cluster,match_score
13/05/2026 00:51:23,5,Always / دائماً,Late night / الليل المتأخر,More than 2 hours / أكثر من ساعتين,Other / أخرى,Less than 1h / أقل من ساعة,Late night / منتصف الليل,My room / غرفتي,Limited / محدودة,More than 8h / أكثر من 8 ساعات,2,No clear reason / لا سبب واضح,I ask the teacher / أسأل الأستاذ أو المعلم,Always / دائماً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً","No, never / لا، أبداً",Always / دائماً,It is my usual behavior / إنه سلوكي المعتاد,"No, I am always myself / لا، أنا نفسي دائماً","No one, I manage alone / لا أحد، أتدبر أمري وحدي","Yes, always / نعم، دائماً",Often / غالباً,Probably yes / على الأرجح نعم,I stay silent / أبقى صامتاً/صامتة,Sometimes / أحياناً,4–6h,Always / دائماً,I plan well in advance / أخطط مسبقاً جيداً,Sometimes / أحياناً,"No, never / لا، أبداً",More than 2 weeks / أكثر من أسبوعين,Much better with time / أفضل بكثير عندما يكون لدي وقت,2–3 times / 2-3 مرات,Overwhelmed / مرهق,Not really / ليس تماماً,I thought about it / فكرت في ذلك,Listening / سمعي,Not yet / ليس بعد,Probably no / ربما لا,دائما لا تأجل عمل اليوم إلى الغد,real,3,0,2.8315091411672224,-1.4079732726145635,1,3,0.5618974311284003
13/05/2026 00:52:50,5,Sometimes / أحياناً,Early morning / الصباح الباكر,30–60 minutes / 30-60 دقيقة,Communication / التواصل,1–2h,Afternoon / بعد الظهر,My room / غرفتي,Limited / محدودة,7–8h,4,No clear reason / لا سبب واضح,I ask a classmate / أسأل زميلاً,Sometimes / أحياناً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً",Often / غالباً,Sometimes / أحياناً,Never / أبداً,Sometimes yes / أحياناً نعم,Family and close friends / العائلة والأصدقاء المقربين,"Yes, always / نعم، دائماً",Sometimes / أحياناً,"No, everyone has challenges / لا، للجميع تحدياته",I stay silent / أبقى صامتاً/صامتة,Sometimes / أحياناً,1–2h,Sometimes / أحياناً,I plan well in advance / أخطط مسبقاً جيداً,Often / غالباً,Sometimes / أحياناً,More than 2 weeks / أكثر من أسبوعين,Much better with time / أفضل بكثير عندما يكون لدي وقت,Once / مرة واحدة,Very anxious / قلق جداً,Somewhat / نوعاً ما,No / لا,Reading/Writing / القراءة والكتابة,Not yet / ليس بعد,Probably yes / ربما نعم,عليك العمل بجد و اجتهاد للوصول الى المبتغى ,real,4,0,0.5224226862942255,-0.6559736949784695,1,4,0.41230338649434284
13/05/2026 00:54:36,4,Sometimes / أحياناً,Late night / الليل المتأخر,1–2 hours / 1-2 ساعة,Critical thinking / التفكير النقدي,1–2h,Evening / المساء,My room / غرفتي,Active / نشطة,7–8h,4,Job market / سوق العمل,I search alone online / أبحث وحدي على الإنترنت,Sometimes / أحياناً,"Yes, exactly / نعم، تماماً","No, never / لا، أبداً",Sometimes / أحياناً,Often / غالباً,Sometimes yes / أحياناً نعم,Family and close friends / العائلة والأصدقاء المقربين,Often / غالباً,Often / غالباً,"No, everyone has challenges / لا، للجميع تحدياته",I explain if asked / أشرح إذا سُئلت,Rarely / نادراً,4–6h,Sometimes / أحياناً,Pressure motivates me / الضغط يحفزني,Often / غالباً,Sometimes / أحياناً,More than 2 weeks / أكثر من أسبوعين,A bit better with time / أفضل قليلاً عندما يكون لدي وقت,Once / مرة واحدة,Very anxious / قلق جداً,"Yes, very much / نعم، كثيراً",I thought about it / فكرت في ذلك,Reading/Writing / القراءة والكتابة,Somewhat / نوعاً ما,"Yes, definitely / نعم، بالتأكيد",La fac la ala,real,1,0,0.2314016144846605,1.9452662133811056,0,1,0.17177055943919023
13/05/2026 01:08:31,4,Sometimes / أحياناً,Late morning / متأخر الصباح,30–60 minutes / 30-60 دقيقة,Critical thinking / التفكير النقدي,2–4h,Evening / المساء,School / المدرسة أو الجامعة,Limited / محدودة,5–6h,5,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Often / غالباً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً","No, never / لا، أبداً",Sometimes / أحياناً,Sometimes / أحياناً,A little / قليلاً,Only one friend / صديق/ة واحد/ة فقط,Rarely / نادراً,Sometimes / أحياناً,"No, everyone has challenges / لا، للجميع تحدياته",I stay silent / أبقى صامتاً/صامتة,Sometimes / أحياناً,4–6h,Rarely / نادراً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,Often / غالباً,Rarely / نادراً,3–5 days / 3-5 أيام,A bit better with time / أفضل قليلاً عندما يكون لدي وقت,Never / أبداً,A little anxious / قليلاً قلق,"Yes, very much / نعم، كثيراً",No / لا,Visual / بصري,"Yes, very clear / نعم، واضح جداً","Yes, definitely / نعم، بالتأكيد","Work hard from the first year, not untill you become forced to work hard later.",real,4,0,-2.280291482719634,0.8018032308014197,0,4,0.35692706829772636
13/05/2026 01:10:18,3,Often / غالباً,Early morning / الصباح الباكر,30–60 minutes / 30-60 دقيقة,Problem solving / حل المشكلات,2–4h,Afternoon / بعد الظهر,My room / غرفتي,Limited / محدودة,5–6h,4,Passion / شغف,I ask the teacher / أسأل الأستاذ أو المعلم,Always / دائماً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً","No, never / لا، أبداً",Rarely / نادراً,Rarely / نادراً,"No, I am always myself / لا، أنا نفسي دائماً",Only one friend / صديق/ة واحد/ة فقط,Often / غالباً,Rarely / نادراً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Sometimes / أحياناً,2–4h,Sometimes / أحياناً,I plan well in advance / أخطط مسبقاً جيداً,Sometimes / أحياناً,Rarely / نادراً,1–2 weeks / 1-2 أسابيع,Much better with time / أفضل بكثير عندما يكون لدي وقت,Never / أبداً,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,No / لا,Hands-on / عملي تطبيقي,Not yet / ليس بعد,Probably yes / ربما نعم,"لا شيء سهل و لا شيء صعب، التحصيل و الدراسة تحتاج الى المتابرة و الجد، بدءا يبدو كل شيء صعب لكن مع المحاولة و التعلم يصبح ما كان صعبا سهلا. 
فقط فكرة واحدة آمن بها و لا تدعها تفارق خاطرك، أنّ الله لا يضيع عمل آي أحد لذا اطمئن. ما لك فهو لك و ما ليس لك فلا خير لك فيه.",real,0,0,-0.9124790286701784,-1.4766590793049832,1,0,0.46384911225849085
13/05/2026 01:12:43,5,Always / دائماً,Early morning / الصباح الباكر,Less than 30 min / أقل من 30 دقيقة,Problem solving / حل المشكلات,1–2h,Afternoon / بعد الظهر,Library / المكتبة,Very active / نشطة جداً,Less than 5h / أقل من 5 ساعات,1,Job market / سوق العمل,I ask a classmate / أسأل زميلاً,Rarely / نادراً,A little / قليلاً,Rarely / نادراً,Sometimes / أحياناً,Sometimes / أحياناً,Sometimes yes / أحياناً نعم,"No one, I manage alone / لا أحد، أتدبر أمري وحدي",Sometimes / أحياناً,Sometimes / أحياناً,Maybe a little / ربما قليلاً,I stay silent / أبقى صامتاً/صامتة,Often / غالباً,2–4h,Sometimes / أحياناً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,Rarely / نادراً,Often / غالباً,1–2 days / 1-2 يوم,Same / نفس الشيء,2–3 times / 2-3 مرات,Very anxious / قلق جداً,Somewhat / نوعاً ما,Yes / نعم,Visual / بصري,"Yes, very clear / نعم، واضح جداً","No, never / لا، أبداً",ابدا بالدراسة من الاول ولا تؤجل ,real,1,0,0.6565942182515025,-2.826087191765063,1,1,0.14358461623805613
13/05/2026 01:13:10,4,Often / غالباً,Early morning / الصباح الباكر,30–60 minutes / 30-60 دقيقة,Communication / التواصل,2–4h,Evening / المساء,Café / المقهى,Active / نشطة,7–8h,4,Passion / شغف,I ask a classmate / أسأل زميلاً,Sometimes / أحياناً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً",Sometimes / أحياناً,Sometimes / أحياناً,Sometimes / أحياناً,A little / قليلاً,Family and close friends / العائلة والأصدقاء المقربين,Often / غالباً,Sometimes / أحياناً,Probably yes / على الأرجح نعم,I stay silent / أبقى صامتاً/صامتة,Sometimes / أحياناً,4–6h,Often / غالباً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,Sometimes / أحياناً,Sometimes / أحياناً,More than 2 weeks / أكثر من أسبوعين,A bit better with time / أفضل قليلاً عندما يكون لدي وقت,Never / أبداً,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,I thought about it / فكرت في ذلك,Reading/Writing / القراءة والكتابة,Somewhat / نوعاً ما,Probably yes / ربما نعم,Stay positive ,real,4,0,0.0398195670575512,0.8272634106564686,1,4,0.5407418462670073
13/05/2026 01:13:12,3,Often / غالباً,Early morning / الصباح الباكر,1–2 hours / 1-2 ساعة,Time management / إدارة الوقت,1–2h,Morning / الصباح,My room / غرفتي,Very active / نشطة جداً,7–8h,5,Job market / سوق العمل,I search alone online / أبحث وحدي على الإنترنت,Sometimes / أحياناً,A little / قليلاً,"No, never / لا، أبداً",Often / غالباً,Never / أبداً,Almost all the time / تقريباً طوال الوقت,"No one, I manage alone / لا أحد، أتدبر أمري وحدي","Yes, always / نعم، دائماً",Sometimes / أحياناً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Sometimes / أحياناً,1–2h,Often / غالباً,Pressure motivates me / الضغط يحفزني,Sometimes / أحياناً,Rarely / نادراً,1–2 weeks / 1-2 أسابيع,Same / نفس الشيء,Never / أبداً,A little anxious / قليلاً قلق,"Yes, very much / نعم، كثيراً",I thought about it / فكرت في ذلك,Reading/Writing / القراءة والكتابة,Not yet / ليس بعد,Probably no / ربما لا,ابدا بالدراسة من الاول ولا تؤجل ,real,0,0,-0.2304712859937904,0.9314914633768469,0,0,0.32590315303207346
13/05/2026 01:13:53,5,Often / غالباً,Early morning / الصباح الباكر,1–2 hours / 1-2 ساعة,Creativity / الإبداع,1–2h,Evening / المساء,My room / غرفتي,Very active / نشطة جداً,5–6h,3,Job market / سوق العمل,I ignore and pretend to understand / أتجاهل وأتظاهر بالفهم,Sometimes / أحياناً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً",Sometimes / أحياناً,Rarely / نادراً,Never / أبداً,"No, I am always myself / لا، أنا نفسي دائماً","No one, I manage alone / لا أحد، أتدبر أمري وحدي","Yes, always / نعم، دائماً",Often / غالباً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Never / أبداً,More than 6h / أكثر من 6 ساعات,Always / دائماً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,Often / غالباً,Often / غالباً,1–2 days / 1-2 يوم,Same / نفس الشيء,Never / أبداً,Calm and prepared / هادئ ومستعد,Somewhat / نوعاً ما,I thought about it / فكرت في ذلك,Visual / بصري,Somewhat / نوعاً ما,Probably yes / ربما نعم,Revise your lessons well and do your homeworks on time! ,real,1,0,1.513631026941989,-1.0524831481677737,1,1,0.27446680750932556
13/05/2026 01:14:36,3,Often / غالباً,Late morning / متأخر الصباح,30–60 minutes / 30-60 دقيقة,Problem solving / حل المشكلات,2–4h,Morning / الصباح,My room / غرفتي,Limited / محدودة,7–8h,4,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Always / دائماً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً","No, never / لا، أبداً",Sometimes / أحياناً,Sometimes / أحياناً,"No, I am always myself / لا، أنا نفسي دائماً",Only one friend / صديق/ة واحد/ة فقط,Sometimes / أحياناً,Never / أبداً,"No, everyone has challenges / لا، للجميع تحدياته",I stay silent / أبقى صامتاً/صامتة,Never / أبداً,2–4h,Sometimes / أحياناً,I sometimes miss them / أتجاوزها أحياناً,Sometimes / أحياناً,Rarely / نادراً,3–5 days / 3-5 أيام,Better under pressure / أفضل تحت الضغط,Never / أبداً,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,No / لا,Reading/Writing / القراءة والكتابة,Not yet / ليس بعد,Probably yes / ربما نعم, تجنب الغياب ,real,0,0,-0.7374956077841903,0.0534517214015636,1,0,0.27916085710384125
13/05/2026 01:16:01,3,Sometimes / أحياناً,Late morning / متأخر الصباح,30–60 minutes / 30-60 دقيقة,Other / أخرى,2–4h,Morning / الصباح,My room / غرفتي,Active / نشطة,5–6h,3,Job market / سوق العمل,I ask the teacher / أسأل الأستاذ أو المعلم,Sometimes / أحياناً,A little / قليلاً,Rarely / نادراً,Sometimes / أحياناً,Rarely / نادراً,A little / قليلاً,Family and close friends / العائلة والأصدقاء المقربين,Sometimes / أحياناً,Often / غالباً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Sometimes / أحياناً,More than 6h / أكثر من 6 ساعات,Sometimes / أحياناً,Pressure motivates me / الضغط يحفزني,Often / غالباً,Sometimes / أحياناً,1–2 days / 1-2 يوم,Better under pressure / أفضل تحت الضغط,Never / أبداً,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,I thought about it / فكرت في ذلك,Hands-on / عملي تطبيقي,Somewhat / نوعاً ما,Not sure / غير متأكد,اختر ما تجد فيه راحتك و لا تؤجل عمل اليوم إلى الغذ,real,0,0,0.1732792685259382,0.1233638527566506,1,1,0.3377733722833415
13/05/2026 01:17:16,4,Sometimes / أحياناً,Early morning / الصباح الباكر,30–60 minutes / 30-60 دقيقة,Communication / التواصل,2–4h,Late night / منتصف الليل,Café / المقهى,Active / نشطة,5–6h,5,Passion / شغف,I ask a classmate / أسأل زميلاً,"No, I am always honest / لا، أنا صريح/صريحة دائماً",A little / قليلاً,"No, never / لا، أبداً",Never / أبداً,Sometimes / أحياناً,Often / غالباً,Only one friend / صديق/ة واحد/ة فقط,"No, never / لا، أبداً",Never / أبداً,Probably yes / على الأرجح نعم,I explain if asked / أشرح إذا سُئلت,Sometimes / أحياناً,1–2h,Never / أبداً,I often ignore them / أتجاهلها غالباً,Sometimes / أحياناً,"No, never / لا، أبداً",More than 2 weeks / أكثر من أسبوعين,A bit better with time / أفضل قليلاً عندما يكون لدي وقت,Never / أبداً,Calm and prepared / هادئ ومستعد,"Yes, very much / نعم، كثيراً",Yes / نعم,Hands-on / عملي تطبيقي,"Yes, very clear / نعم، واضح جداً","Yes, definitely / نعم، بالتأكيد",To be honest and confident ,real,2,0,-4.477098659820908,-1.6901970116230078,1,4,0.4938473767490898
13/05/2026 01:27:41,4,Often / غالباً,Late night / الليل المتأخر,30–60 minutes / 30-60 دقيقة,Problem solving / حل المشكلات,1–2h,Evening / المساء,My room / غرفتي,Active / نشطة,7–8h,4,Job market / سوق العمل,I search alone online / أبحث وحدي على الإنترنت,Sometimes / أحياناً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً","No, never / لا، أبداً",Sometimes / أحياناً,Sometimes / أحياناً,Often / غالباً,Family and close friends / العائلة والأصدقاء المقربين,Sometimes / أحياناً,Sometimes / أحياناً,"No, everyone has challenges / لا، للجميع تحدياته",I stay silent / أبقى صامتاً/صامتة,Always / دائماً,2–4h,Rarely / نادراً,Pressure motivates me / الضغط يحفزني,Sometimes / أحياناً,Sometimes / أحياناً,1–2 weeks / 1-2 أسابيع,Better under pressure / أفضل تحت الضغط,Never / أبداً,Calm and prepared / هادئ ومستعد,"Yes, very much / نعم، كثيراً",I thought about it / فكرت في ذلك,Hands-on / عملي تطبيقي,Somewhat / نوعاً ما,Probably yes / ربما نعم,"Work hard from the first year, not untill you become forced to work hard later.",real,1,0,-1.3706772860313443,1.2041543764368985,0,0,0.2888219427333888
