Horodateur,"1. How do you perceive your academic performance compared to your peers? (1 = Much lower, 5 = Much higher) | كيف ترى أدائك الأكاديمي مقارنة بزملائك؟ (1 = أقل بكثير، 5 = أعلى بكثير)",2. Do you tend to hide your stress from friends and family? | هل تميل إلى إخفاء توترك عن أصدقائك وعائلتك؟,3. At what time of day do you feel most productive? | في أي وقت من اليوم تشعر بأكبر قدر من الإنتاجية؟,4. How long can you maintain deep focus while studying? | كم من الوقت يمكنك الحفاظ على تركيز عميق أثناء الدراسة؟,5. What do you consider your strongest academic skill? | ما هي أقوى مهارة أكاديمية لديك؟,6. How many hours per day do you spend studying on average? | كم ساعة في اليوم تقضي في الدراسة في المتوسط؟,7. What time of day do you usually study? | في أي وقت من اليوم تدرس عادةً؟,8. Where do you study most often? | أين تدرس في الغالب؟,9. How would you rate your social life in your study environment? | كيف تقيّم حياتك الاجتماعية في بيئتك الدراسية؟,10. How many hours do you sleep on a typical study night? | كم ساعة تنام في ليلة دراسية عادية؟,"11. How satisfied are you with your current field of study or specialization? (1 = not at all, 5 = very) | ما مدى رضاك عن مجال دراستك أو تخصصك الحالي؟ (1 = غير راضٍ، 5 = راضٍ جداً)",12. Why did you choose your current field of study or specialization? | لماذا اخترت مجال دراستك أو تخصصك الحالي؟,"13. When you do not understand a lesson, what do you generally do? | عندما لا تفهم درساً، ماذا تفعل عادةً؟",14. Do you pretend to be doing well in front of your teachers even when you are suffering? | هل تتظاهر بأنك بخير أمام أساتذتك أو معلميك حتى عندما تعاني؟,15. Do you feel that your good grades do not reflect your real exhaustion? | هل تشعر أن درجاتك الجيدة لا تعكس إرهاقك الحقيقي؟,16. Do you avoid asking for help for fear of appearing weak? | هل تتجنب طلب المساعدة خوفاً من الظهور بضعف؟,17. How often do you act differently from what you really feel in your study environment? | كم مرة تتصرف بشكل مختلف عما تشعر به حقاً في بيئتك الدراسية؟,18. Do you smile or laugh to hide your stress? | هل تبتسم أو تضحك لإخفاء توترك؟,19. Do you feel like you are playing a role at school rather than being yourself? | هل تشعر أنك تؤدي دوراً في مدرستك أو جامعتك بدلاً من أن تكون نفسك؟,"20. When you are overwhelmed with studies, who really knows? | عندما تكون محتشداً بالدراسة، من يعرف حقاً؟",21. Have you ever felt that no one would really understand what you are going through? | هل سبق أن شعرت أن لا أحد سيفهم حقاً ما تمر به؟,22. How often do you feel that your real level is different from the image you project? | كم مرة تشعر أن مستواك الحقيقي مختلف عن الصورة التي تُظهرها؟,23. Do you think other students have fewer difficulties than you? | هل تعتقد أن الطلاب الآخرين لديهم صعوبات أقل منك؟,"24. After an exhausting day, how do you behave the next day in class? | بعد يوم مرهق، كيف تتصرف في اليوم التالي في الصف أو المحاضرة؟","25. When you make a study plan, how often do you follow it? | عندما تضع خطة دراسية، كم مرة تلتزم بها؟",26. How many hours per day do you spend on social media or series instead of studying? | كم ساعة في اليوم تقضي على وسائل التواصل الاجتماعي أو المسلسلات بدلاً من الدراسة؟,27. Do you delay tasks even knowing it will harm you? | هل تؤجل المهام حتى وإن كنت تعلم أن ذلك سيضرك؟,28. How do you describe your relationship with deadlines? | كيف تصف علاقتك بالمواعيد النهائية؟,"29. How often do you use ""I will do it tomorrow"" as a strategy? | كم مرة تستخدم عبارة ""سأفعلها غداً"" كاستراتيجية؟",30. Does fear of doing badly push you not to start? | هل يدفعك الخوف من الأداء السيئ إلى عدم البدء؟,31. How far in advance do you revise before an important exam? | كم من الوقت مسبقاً تراجع قبل امتحان مهم؟,32. Do you work better under pressure or with time ahead? | هل تعمل بشكل أفضل تحت الضغط أم عندما يكون لديك وقت؟,33. How many times have you lost marks because of a late submission? | كم مرة خسرت درجات بسبب تسليم متأخر؟,34. How do you feel about upcoming exams? | كيف تشعر حيال الامتحانات القادمة؟,35. Do your natural strengths match what your field of study requires? | هل تتوافق قدراتك الطبيعية مع ما يتطلبه مجال دراستك؟,36. Have you ever seriously considered changing your field of study or school? | هل فكرت بجدية في تغيير مجال دراستك أو مدرستك/جامعتك؟,37. Which of these best describes your learning style? | أي من هذه الأوصاف يعبّر عن أسلوبك في التعلم؟,38. Do you have a clear career goal after graduation? | هل لديك هدف مهني واضح بعد التخرج؟,"39. If you could go back, would you choose the same field of study again? | لو عدت بالزمن، هل تختار نفس مجال الدراسة مرة أخرى؟","40. If you could give one tip to a new student, what would it be? | إذا كان بإمكانك تقديم نصيحة واحدة لطالب جديد، ماذا ستقول؟",data_source,cluster_kmeans,cluster_dbscan,pca1,pca2
13/05/2026 16:48:06,4,Often / غالباً,Early morning / الصباح الباكر,Less than 30 min / أقل من 30 دقيقة,Problem solving / حل المشكلات,More than 4h / أكثر من 4 ساعات,Morning / الصباح,My room / غرفتي,Almost none / شبه معدومة,5–6h,4,Job market / سوق العمل,I search alone online / أبحث وحدي على الإنترنت,Often / غالباً,"Yes, exactly / نعم، تماماً","No, never / لا، أبداً",Often / غالباً,Sometimes / أحياناً,Almost all the time / تقريباً طوال الوقت,"No one, I manage alone / لا أحد، أتدبر أمري وحدي","Yes, always / نعم، دائماً",Always / دائماً,Maybe a little / ربما قليلاً,I stay silent / أبقى صامتاً/صامتة,Often / غالباً,Less than 1h / أقل من ساعة,Rarely / نادراً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,Sometimes / أحياناً,Rarely / نادراً,1–2 weeks / 1-2 أسابيع,Much better with time / أفضل بكثير عندما يكون لدي وقت,2–3 times / 2-3 مرات,A little anxious / قليلاً قلق,"Yes, very much / نعم، كثيراً",I thought about it / فكرت في ذلك,Hands-on / عملي تطبيقي,"Yes, very clear / نعم، واضح جداً",Not sure / غير متأكد,Don't give all your energy because you will exhaust yourself and this will affect many other things.,real,1,0,-0.3128150088488183,1.3453394821946965
13/05/2026 17:37:27,5,Sometimes / أحياناً,Late night / الليل المتأخر,1–2 hours / 1-2 ساعة,Creativity / الإبداع,Less than 1h / أقل من ساعة,Late night / منتصف الليل,Library / المكتبة,Active / نشطة,Less than 5h / أقل من 5 ساعات,3,No clear reason / لا سبب واضح,I search alone online / أبحث وحدي على الإنترنت,Always / دائماً,A little / قليلاً,"No, never / لا، أبداً",Sometimes / أحياناً,It is my usual behavior / إنه سلوكي المعتاد,"No, I am always myself / لا، أنا نفسي دائماً","No one, I manage alone / لا أحد، أتدبر أمري وحدي",Sometimes / أحياناً,Always / دائماً,"No, everyone has challenges / لا، للجميع تحدياته",I stay silent / أبقى صامتاً/صامتة,Never / أبداً,2–4h,Always / دائماً,Pressure motivates me / الضغط يحفزني,It is my default mode / إنه نمطي الافتراضي,"Yes, always / نعم، دائماً",1–2 weeks / 1-2 أسابيع,Better under pressure / أفضل تحت الضغط,Never / أبداً,Calm and prepared / هادئ ومستعد,Not really / ليس تماماً,I thought about it / فكرت في ذلك,Hands-on / عملي تطبيقي,Not yet / ليس بعد,Probably no / ربما لا,"Prepare before class, and ask without shame if you don’t understand.  
Review a little every day - it’s better than cramming the night before the exam.",real,1,0,1.9249793055554907,-0.4952467015082828
13/05/2026 17:44:47,3,Often / غالباً,Late night / الليل المتأخر,1–2 hours / 1-2 ساعة,Critical thinking / التفكير النقدي,2–4h,Afternoon / بعد الظهر,Library / المكتبة,Limited / محدودة,5–6h,4,Job market / سوق العمل,I search alone online / أبحث وحدي على الإنترنت,Always / دائماً,A little / قليلاً,"No, never / لا، أبداً",Sometimes / أحياناً,Often / غالباً,A little / قليلاً,"No one, I manage alone / لا أحد، أتدبر أمري وحدي","Yes, always / نعم، دائماً",Sometimes / أحياناً,"No, everyone has challenges / لا، للجميع تحدياته","I am even more ""performant"" to compensate / أكون أكثر ""أداءً"" للتعويض",Often / غالباً,2–4h,Rarely / نادراً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,Often / غالباً,Rarely / نادراً,1–2 weeks / 1-2 أسابيع,Much better with time / أفضل بكثير عندما يكون لدي وقت,Never / أبداً,A little anxious / قليلاً قلق,"Yes, very much / نعم، كثيراً",No / لا,Reading/Writing / القراءة والكتابة,Somewhat / نوعاً ما,Probably yes / ربما نعم,قرا مزيان وبعد على المشتتات  ,real,0,0,-0.4109753689296614,1.2118490020991703
13/05/2026 19:17:05,1,Always / دائماً,Early morning / الصباح الباكر,Less than 30 min / أقل من 30 دقيقة,Problem solving / حل المشكلات,Less than 1h / أقل من ساعة,Morning / الصباح,My room / غرفتي,Very active / نشطة جداً,Less than 5h / أقل من 5 ساعات,1,Passion / شغف,I ask the teacher / أسأل الأستاذ أو المعلم,"No, I am always honest / لا، أنا صريح/صريحة دائماً","No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً","No, never / لا، أبداً",Never / أبداً,Never / أبداً,"No, I am always myself / لا، أنا نفسي دائماً",Family and close friends / العائلة والأصدقاء المقربين,"No, never / لا، أبداً",Never / أبداً,"No, everyone has challenges / لا، للجميع تحدياته",I explain if asked / أشرح إذا سُئلت,Always / دائماً,Less than 1h / أقل من ساعة,Never / أبداً,Pressure motivates me / الضغط يحفزني,Never / أبداً,"No, never / لا، أبداً",More than 2 weeks / أكثر من أسبوعين,Much better with time / أفضل بكثير عندما يكون لدي وقت,Never / أبداً,Calm and prepared / هادئ ومستعد,"Yes, very much / نعم، كثيراً",Yes / نعم,Visual / بصري,"Yes, very clear / نعم، واضح جداً","Yes, definitely / نعم، بالتأكيد",Choose right  pleaaase ,real,2,0,-4.100273432946645,-2.101802072290712
13/05/2026 19:35:37,3,Often / غالباً,Late night / الليل المتأخر,Less than 30 min / أقل من 30 دقيقة,Problem solving / حل المشكلات,More than 4h / أكثر من 4 ساعات,Evening / المساء,My room / غرفتي,Active / نشطة,More than 8h / أكثر من 8 ساعات,4,Job market / سوق العمل,I search alone online / أبحث وحدي على الإنترنت,"No, I am always honest / لا، أنا صريح/صريحة دائماً",A little / قليلاً,"No, never / لا، أبداً",Sometimes / أحياناً,Never / أبداً,Sometimes yes / أحياناً نعم,"No one, I manage alone / لا أحد، أتدبر أمري وحدي",Sometimes / أحياناً,Sometimes / أحياناً,Probably yes / على الأرجح نعم,I stay silent / أبقى صامتاً/صامتة,Never / أبداً,2–4h,Often / غالباً,Pressure motivates me / الضغط يحفزني,Sometimes / أحياناً,"No, never / لا، أبداً",3–5 days / 3-5 أيام,Better under pressure / أفضل تحت الضغط,2–3 times / 2-3 مرات,Overwhelmed / مرهق,Somewhat / نوعاً ما,Yes / نعم,Reading/Writing / القراءة والكتابة,Not yet / ليس بعد,"Yes, definitely / نعم، بالتأكيد","لا تهتم بٱراء الٱخرين عن الشعبة التي ستزاولها ، اعمل بجد وسترى النتائج 
",real,0,0,0.3175409968351944,-1.9486351177909003
13/05/2026 19:56:16,4,Sometimes / أحياناً,Evening / المساء,Less than 30 min / أقل من 30 دقيقة,Problem solving / حل المشكلات,2–4h,Evening / المساء,School / المدرسة أو الجامعة,Limited / محدودة,7–8h,5,Passion / شغف,I ask a classmate / أسأل زميلاً,Sometimes / أحياناً,"No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً","No, never / لا، أبداً",Never / أبداً,Rarely / نادراً,A little / قليلاً,Family and close friends / العائلة والأصدقاء المقربين,Often / غالباً,Often / غالباً,"No, everyone has challenges / لا، للجميع تحدياته",I explain if asked / أشرح إذا سُئلت,Sometimes / أحياناً,2–4h,Sometimes / أحياناً,Pressure motivates me / الضغط يحفزني,Often / غالباً,Rarely / نادراً,1–2 weeks / 1-2 أسابيع,A bit better with time / أفضل قليلاً عندما يكون لدي وقت,Never / أبداً,A little anxious / قليلاً قلق,"Yes, very much / نعم، كثيراً",No / لا,Hands-on / عملي تطبيقي,Not yet / ليس بعد,"Yes, definitely / نعم، بالتأكيد",Do your best and focus on your studies ,real,0,0,-1.8267539161114184,0.49612957973926575
13/05/2026 21:58:21,2,Often / غالباً,Early morning / الصباح الباكر,30–60 minutes / 30-60 دقيقة,Other / أخرى,2–4h,Morning / الصباح,My room / غرفتي,Almost none / شبه معدومة,7–8h,4,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Often / غالباً,Quite often / غالباً,Often / غالباً,Often / غالباً,Sometimes / أحياناً,Sometimes yes / أحياناً نعم,Only one friend / صديق/ة واحد/ة فقط,Sometimes / أحياناً,Always / دائماً,"No, everyone has challenges / لا، للجميع تحدياته",I stay silent / أبقى صامتاً/صامتة,Sometimes / أحياناً,4–6h,Sometimes / أحياناً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,Sometimes / أحياناً,"Yes, always / نعم، دائماً",More than 2 weeks / أكثر من أسبوعين,Better under pressure / أفضل تحت الضغط,Once / مرة واحدة,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,No / لا,Reading/Writing / القراءة والكتابة,Somewhat / نوعاً ما,Probably yes / ربما نعم,"لا شيء سهل و لا شيء صعب، التحصيل و الدراسة تحتاج الى المتابرة و الجد، بدءا يبدو كل شيء صعب لكن مع المحاولة و التعلم يصبح ما كان صعبا سهلا. 
فقط فكرة واحدة آمن بها و لا تدعها تفارق خاطرك، أنّ الله لا يضيع عمل آي أحد لذا اطمئن. ما لك فهو لك و ما ليس لك فلا خير لك فيه.",real,3,0,1.3067765672341078,2.2536111705958435
13/05/2026 22:52:53,3,Sometimes / أحياناً,Early morning / الصباح الباكر,Less than 30 min / أقل من 30 دقيقة,Creativity / الإبداع,1–2h,Evening / المساء,My room / غرفتي,Active / نشطة,5–6h,2,No clear reason / لا سبب واضح,I search alone online / أبحث وحدي على الإنترنت,Sometimes / أحياناً,A little / قليلاً,"No, never / لا، أبداً",Often / غالباً,Sometimes / أحياناً,Sometimes yes / أحياناً نعم,"No one, I manage alone / لا أحد، أتدبر أمري وحدي",Sometimes / أحياناً,Sometimes / أحياناً,Probably yes / على الأرجح نعم,I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Sometimes / أحياناً,2–4h,Sometimes / أحياناً,I plan well in advance / أخطط مسبقاً جيداً,Often / غالباً,Sometimes / أحياناً,3–5 days / 3-5 أيام,A bit better with time / أفضل قليلاً عندما يكون لدي وقت,Once / مرة واحدة,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,I thought about it / فكرت في ذلك,Reading/Writing / القراءة والكتابة,Somewhat / نوعاً ما,Probably yes / ربما نعم,استمر,real,1,0,0.33348993037237384,-0.6156736089967
13/05/2026 22:55:34,5,Always / دائماً,Late night / الليل المتأخر,30–60 minutes / 30-60 دقيقة,Creativity / الإبداع,Less than 1h / أقل من ساعة,Morning / الصباح,Library / المكتبة,Active / نشطة,5–6h,1,Family pressure / ضغط عائلي,I search alone online / أبحث وحدي على الإنترنت,"No, I am always honest / لا، أنا صريح/صريحة دائماً","No, my grades reflect my state well / لا، درجاتي تعكس حالتي جيداً","No, never / لا، أبداً",Always / دائماً,Never / أبداً,"No, I am always myself / لا، أنا نفسي دائماً","No one, I manage alone / لا أحد، أتدبر أمري وحدي","Yes, always / نعم، دائماً",Sometimes / أحياناً,"No, everyone has challenges / لا، للجميع تحدياته",I act like everything is fine / أتصرف وكأن كل شيء على ما يرام,Always / دائماً,1–2h,Sometimes / أحياناً,I sometimes miss them / أتجاوزها أحياناً,Sometimes / أحياناً,Sometimes / أحياناً,1–2 weeks / 1-2 أسابيع,Much better with time / أفضل بكثير عندما يكون لدي وقت,Once / مرة واحدة,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,Yes / نعم,Hands-on / عملي تطبيقي,"Yes, very clear / نعم، واضح جداً","No, never / لا، أبداً",الله يوفق,real,2,0,0.3137262684884557,-1.0478477942026276
14/05/2026 00:55:56,4,Always / دائماً,Early morning / الصباح الباكر,30–60 minutes / 30-60 دقيقة,Problem solving / حل المشكلات,1–2h,Morning / الصباح,My room / غرفتي,Active / نشطة,7–8h,5,Passion / شغف,I search alone online / أبحث وحدي على الإنترنت,Always / دائماً,Quite often / غالباً,Always / دائماً,Sometimes / أحياناً,It is my usual behavior / إنه سلوكي المعتاد,Sometimes yes / أحياناً نعم,Family and close friends / العائلة والأصدقاء المقربين,Sometimes / أحياناً,Sometimes / أحياناً,Maybe a little / ربما قليلاً,I explain if asked / أشرح إذا سُئلت,Sometimes / أحياناً,Less than 1h / أقل من ساعة,Sometimes / أحياناً,Pressure motivates me / الضغط يحفزني,Never / أبداً,Rarely / نادراً,1–2 weeks / 1-2 أسابيع,A bit better with time / أفضل قليلاً عندما يكون لدي وقت,2–3 times / 2-3 مرات,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,Yes / نعم,Reading/Writing / القراءة والكتابة,Somewhat / نوعاً ما,Not sure / غير متأكد,الله يوفق,real,0,0,-1.2861100218018524,2.181937468256523
14/05/2026 06:52:15,4,Sometimes / أحياناً,Evening / المساء,30–60 minutes / 30-60 دقيقة,Communication / التواصل,Less than 1h / أقل من ساعة,Evening / المساء,Café / المقهى,Active / نشطة,5–6h,4,No clear reason / لا سبب واضح,I ask a classmate / أسأل زميلاً,"No, I am always honest / لا، أنا صريح/صريحة دائماً",A little / قليلاً,"No, never / لا، أبداً",Never / أبداً,Never / أبداً,Sometimes yes / أحياناً نعم,Family and close friends / العائلة والأصدقاء المقربين,"No, never / لا، أبداً",Sometimes / أحياناً,"No, everyone has challenges / لا، للجميع تحدياته",I explain if asked / أشرح إذا سُئلت,Sometimes / أحياناً,4–6h,Often / غالباً,I meet them but at the last moment / ألتزم بها لكن في اللحظة الأخيرة,Sometimes / أحياناً,"No, never / لا، أبداً",1–2 days / 1-2 يوم,A bit better with time / أفضل قليلاً عندما يكون لدي وقت,Never / أبداً,Calm and prepared / هادئ ومستعد,"Yes, very much / نعم، كثيراً",I thought about it / فكرت في ذلك,Hands-on / عملي تطبيقي,"Yes, very clear / نعم، واضح جداً",Not sure / غير متأكد,الدراسة واحد الحاجة مزيان وكل واحد يحول يدير دكشي لي كيبغي و مرتاح فيه ,real,4,0,-2.189311331008554,-1.9813844182949607
14/05/2026 09:26:28,3,Sometimes / أحياناً,Late morning / متأخر الصباح,Less than 30 min / أقل من 30 دقيقة,Critical thinking / التفكير النقدي,2–4h,Afternoon / بعد الظهر,My room / غرفتي,Limited / محدودة,Less than 5h / أقل من 5 ساعات,3,No clear reason / لا سبب واضح,I search alone online / أبحث وحدي على الإنترنت,"No, I am always honest / لا، أنا صريح/صريحة دائماً",A little / قليلاً,"No, never / لا، أبداً",Never / أبداً,Never / أبداً,A little / قليلاً,"No one, I manage alone / لا أحد، أتدبر أمري وحدي",Rarely / نادراً,Often / غالباً,"No, everyone has challenges / لا، للجميع تحدياته",I stay silent / أبقى صامتاً/صامتة,Rarely / نادراً,1–2h,Sometimes / أحياناً,Pressure motivates me / الضغط يحفزني,Sometimes / أحياناً,Sometimes / أحياناً,3–5 days / 3-5 أيام,Better under pressure / أفضل تحت الضغط,2–3 times / 2-3 مرات,A little anxious / قليلاً قلق,Somewhat / نوعاً ما,Yes / نعم,Visual / بصري,Not yet / ليس بعد,Not sure / غير متأكد,استمر,real,4,0,-0.6067228529843659,-2.41869855433441
